sID	item	itemNumber	block	Shape.method	Color.method	shapeOne	shapeTwo	line	shapeThree	shapeFour	mode	onset_time	record_time	Rating
15	70	39	7	AB	AA	circleblue	triblack	line	circleblue	heartblue	prime	1308679870	2.706188	7
15	2	40	7	AB	BB	circleblue	octopurp	line	circlepurp	heartpurp	prime	1308679693	2.24226	5
15	27	41	7	AB	AC	circleblue	sqblack	line	circleblue	diapurp	prime	1308679759	1.880612	6
15	37	42	7	AB	CB	diablack	octored	line	diablue	circlered	prime	1308679786	3.669105	6
15	62	43	7	AB	CA	heartblack	sqblue	line	heartred	triblack	prime	1308679845	6.850834	4
15	14	44	7	AB	BC	octopurp	triblue	line	octoblue	sqblack	prime	1308679720	4.066675	5
15	12	45	7	AB	CD	triblue	sqpurp	line	triblack	diared	prime	1308679714	2.109115	7
15	67	46	7	AB	AB	octoblack	circlepurp	line	sqblack	circlepurp	prime	1308679861	3.838312	6
15	39	47	7	AB	BA	circleblack	diared	line	trired	diablack	prime	1308679792	2.276394	5
15	60	48	7	AB	AA	diablack	heartblue	line	sqblack	heartblack	prime	1308679839	2.660716	4
15	30	49	7	AB	BB	octoblack	circlepurp	line	sqpurp	circlepurp	prime	1308679765	2.561876	6
15	55	50	7	AB	AC	circlered	sqblack	line	diared	sqpurp	prime	1308679830	2.246026	3
15	44	51	7	AB	CB	circlepurp	trired	line	heartblack	trired	prime	1308679804	1.015052	1
15	64	52	7	AB	CA	heartblack	sqred	line	octoblue	sqblack	prime	1308679854	1.599426	4
15	50	53	7	AB	BC	octored	heartblue	line	triblue	heartblack	prime	1308679817	2.772451	5
15	1	54	7	AB	CD	sqblue	octored	line	tripurp	octoblack	prime	1308679690	1.941385	4
15	38	55	7	AB	AB	octopurp	circleblack	line	heartpurp	octoblack	prime	1308679790	1.550317	6
15	31	56	7	AB	BA	heartpurp	diared	line	circlered	heartpurp	prime	1308679768	1.349848	6
15	75	57	7	AB	AA	octored	triblack	line	heartred	octored	prime	1308679886	2.291493	7
15	36	58	7	AB	BB	diapurp	heartblue	line	octoblue	diablue	prime	1308679779	6.404077	5
15	16	59	7	AB	AC	circlered	sqblue	line	diared	circlepurp	prime	1308679726	1.580393	7
15	3	60	7	AB	CB	octored	heartblack	line	sqpurp	octoblack	prime	1308679695	1.946031	3
15	51	61	7	AB	CA	diared	tripurp	line	sqblack	diared	prime	1308679820	1.547779	4
15	73	62	7	AB	BC	octoblue	heartred	line	diared	octoblack	prime	1308679878	3.404008	5
15	66	63	7	AB	CD	tripurp	sqblack	line	octoblue	trired	prime	1308679859	2.241678	4
15	74	64	7	AB	AB	octoblue	diablack	line	diablue	heartblack	prime	1308679882	3.322187	4
15	45	65	7	AB	BA	trired	diablack	line	diablack	sqred	prime	1308679806	2.326346	4
15	42	66	7	AB	AA	diapurp	sqred	line	sqpurp	circlepurp	prime	1308679799	2.611303	4
15	22	67	7	AB	BB	heartblack	circleblue	line	circleblue	sqblue	prime	1308679742	2.675004	6
15	48	68	7	AB	AC	sqblue	octored	line	octoblue	triblack	prime	1308679813	2.159318	3
15	63	69	7	AB	CB	sqblack	octoblue	line	octopurp	circleblue	prime	1308679852	1.89731	3
15	69	70	7	AB	CA	heartblack	circleblue	line	circlered	triblack	prime	1308679868	1.844614	4
15	43	71	7	AB	BC	heartblack	sqred	line	sqred	circlepurp	prime	1308679803	1.019376	4
15	57	72	7	AB	CD	diapurp	sqblack	line	sqblue	circlered	prime	1308679834	0.870257	4
15	7	73	7	AB	AB	sqpurp	octoblue	line	tripurp	diablue	prime	1308679705	1.496914	5
15	20	74	7	AB	BA	circlered	diapurp	line	heartpurp	octored	prime	1308679735	3.553359	6
15	34	75	7	AB	AA	octoblack	triblue	line	sqblack	circleblack	prime	1308679773	1.034761	9
15	41	76	7	AB	BB	triblack	sqblue	line	heartblue	octoblue	prime	1308679796	2.557467	3
15	5	77	7	AB	AC	sqred	heartpurp	line	diared	triblue	prime	1308679700	1.925935	1
15	78	78	7	AB	CB	octored	heartblue	line	diapurp	sqblue	prime	1308679892	2.940414	4
15	59	79	7	AB	CA	triblack	octored	line	heartpurp	diablack	prime	1308679838	1.265635	4
15	61	80	7	AB	BC	sqred	circlepurp	line	diapurp	octoblue	prime	1308679842	1.681605	4
15	35	81	7	AB	CD	trired	heartblack	line	sqblue	octopurp	prime	1308679775	3.586032	5
16	9	1	7	AB	AB	sqblue	heartblack	line	sqblue	heartblack	prime	1308683708	1.119208	9
16	18	2	7	AB	BA	octopurp	sqblack	line	octoblack	sqpurp	prime	1308683737	2.247546	8
16	21	3	7	AB	AA	heartred	triblack	line	heartred	trired	prime	1308683750	2.803801	8
16	80	4	7	AB	BB	octored	tripurp	line	octopurp	tripurp	prime	1308683969	1.794199	9
16	34	5	7	AB	AC	circlered	diablack	line	circlered	diapurp	prime	1308683803	1.597914	8
16	77	6	7	AB	CB	octored	tripurp	line	octoblue	tripurp	prime	1308683960	1.942059	8
16	42	7	7	AB	CA	diablue	octoblack	line	diared	octoblue	prime	1308683833	2.575683	8
16	1	8	7	AB	BC	sqblack	diapurp	line	sqpurp	diared	prime	1308683683	3.04036	8
16	27	9	7	AB	CD	octoblue	sqred	line	octopurp	sqblack	prime	1308683771	2.129902	7
16	69	10	7	AB	AB	circleblack	octoblue	line	octoblack	circleblue	prime	1308683931	3.10617	9
16	33	11	7	AB	BA	octoblue	diablack	line	diablack	octoblue	prime	1308683799	2.807966	9
16	41	12	7	AB	AA	octopurp	sqblue	line	sqpurp	octopurp	prime	1308683831	1.89888	8
16	5	13	7	AB	BB	diablue	trired	line	trired	diared	prime	1308683696	2.851714	8
16	47	14	7	AB	AC	circleblack	sqpurp	line	sqblack	circleblue	prime	1308683852	2.114162	8
16	37	15	7	AB	CB	heartpurp	sqblack	line	sqred	heartblack	prime	1308683814	3.605705	7
16	66	16	7	AB	CA	heartpurp	circlered	line	circleblack	heartpurp	prime	1308683922	2.44426	8
16	17	17	7	AB	BC	circlered	octopurp	line	octopurp	circleblack	prime	1308683734	2.576846	6
16	8	18	7	AB	CD	tripurp	circleblack	line	circleblue	trired	prime	1308683705	2.85293	8
16	62	19	7	AB	AB	sqblue	diablack	line	sqblue	sqblack	prime	1308683906	1.91506	7
16	36	20	7	AB	BA	sqblue	octopurp	line	sqpurp	sqblue	prime	1308683811	2.511799	7
16	29	21	7	AB	AA	sqblue	circlered	line	sqblue	sqblue	prime	1308683779	2.675668	4
16	25	22	7	AB	BB	diared	sqblue	line	diablue	diablue	prime	1308683765	2.294332	6
16	3	23	7	AB	AC	sqblack	diared	line	sqblack	sqblue	prime	1308683689	2.611176	7
16	74	24	7	AB	CB	trired	octoblack	line	tripurp	triblack	prime	1308683950	3.383583	4
16	58	25	7	AB	CA	triblack	circleblue	line	tripurp	triblack	prime	1308683894	2.98578	4
16	14	26	7	AB	BC	octoblue	heartblack	line	octoblack	octored	prime	1308683723	2.192303	6
16	7	27	7	AB	CD	circlepurp	diablue	line	circlered	circleblack	prime	1308683702	2.374807	7
16	12	28	7	AB	AB	triblack	sqred	line	sqblack	sqred	prime	1308683717	1.679381	6
16	32	29	7	AB	BA	heartblue	sqred	line	sqred	sqblue	prime	1308683790	8.641845	5
16	48	30	7	AB	AA	circleblack	octored	line	octoblack	octoblack	prime	1308683854	5.493499	7
16	0	31	7	AB	BB	heartpurp	diared	line	diared	diared	prime	1308683677	5.193387	7
16	35	32	7	AB	AC	heartblue	circlepurp	line	circleblue	circlered	prime	1308683805	5.856563	5
16	56	33	7	AB	CB	diablack	sqblue	line	sqred	sqblue	prime	1308683888	2.278683	5
16	4	34	7	AB	CA	tripurp	heartblue	line	heartred	heartpurp	prime	1308683692	2.77156	7
16	20	35	7	AB	BC	diablack	octopurp	line	octopurp	octoblue	prime	1308683746	3.437817	5
16	11	36	7	AB	CD	sqblue	heartblack	line	heartpurp	heartred	prime	1308683712	3.935672	5
16	65	37	7	AB	AB	sqblack	circlepurp	line	sqblack	heartpurp	prime	1308683917	4.104026	5
16	51	38	7	AB	BA	sqblue	octoblack	line	sqblack	triblue	prime	1308683868	3.868368	5
16	75	39	7	AB	AA	diablue	sqpurp	line	diablue	circleblue	prime	1308683954	3.372329	3
16	50	40	7	AB	BB	octored	diablue	line	octoblue	heartblue	prime	1308683865	3.27051	3
16	68	41	7	AB	AC	heartblue	diared	line	heartblue	octopurp	prime	1308683928	2.360508	7
16	53	42	7	AB	CB	heartpurp	diablue	line	heartred	circleblue	prime	1308683876	2.85738	4
16	13	43	7	AB	CA	heartred	triblue	line	heartblack	circlered	prime	1308683719	3.633832	4
16	2	44	7	AB	BC	heartblack	tripurp	line	heartpurp	diared	prime	1308683686	2.490676	4
16	57	45	7	AB	CD	heartblue	sqblack	line	heartpurp	octored	prime	1308683891	2.145861	5
16	30	46	7	AB	AB	octored	diablue	line	heartred	diablue	prime	1308683782	4.016804	5
16	44	47	7	AB	BA	octopurp	sqblack	line	heartblack	sqpurp	prime	1308683840	2.347209	3
16	6	48	7	AB	AA	tripurp	sqblue	line	octopurp	sqpurp	prime	1308683699	2.608408	4
16	45	49	7	AB	BB	heartpurp	diared	line	sqred	diared	prime	1308683843	5.692254	4
16	61	50	7	AB	AC	heartred	triblack	line	diared	triblue	prime	1308683904	2.32339	4
16	73	51	7	AB	CB	triblue	diablack	line	circlepurp	diablack	prime	1308683947	2.260449	5
16	67	52	7	AB	CA	sqblack	heartpurp	line	triblue	heartblack	prime	1308683925	3.321655	5
16	26	53	7	AB	BC	circlepurp	heartred	line	diared	heartblack	prime	1308683768	2.344373	3
16	10	54	7	AB	CD	triblue	circleblack	line	sqpurp	circlered	prime	1308683710	2.092985	5
16	40	55	7	AB	AB	octoblue	heartblack	line	diablue	octoblack	prime	1308683828	2.509963	2
16	39	56	7	AB	BA	circlered	octopurp	line	tripurp	circlered	prime	1308683821	6.153639	3
16	59	57	7	AB	AA	octoblack	heartpurp	line	sqblack	octoblack	prime	1308683897	3.523037	4
16	28	58	7	AB	BB	sqblack	octoblue	line	circleblue	sqblue	prime	1308683773	5.476673	5
16	70	59	7	AB	AC	circlered	diapurp	line	octored	circleblue	prime	1308683935	2.757081	2
16	43	60	7	AB	CB	heartblue	circlepurp	line	octoblack	heartpurp	prime	1308683836	3.472085	8
16	76	61	7	AB	CA	octored	heartpurp	line	triblue	octored	prime	1308683958	1.976652	3
16	38	62	7	AB	BC	heartred	sqblue	line	diablue	heartpurp	prime	1308683818	2.493489	4
16	64	63	7	AB	CD	octored	tripurp	line	circleblack	octoblue	prime	1308683914	2.706489	3
16	55	64	7	AB	AB	sqblack	octoblue	line	octoblack	circleblue	prime	1308683884	4.250269	4
16	54	65	7	AB	BA	octoblue	tripurp	line	tripurp	sqblue	prime	1308683879	3.849215	3
16	78	66	7	AB	AA	circlered	octoblack	line	octored	heartred	prime	1308683963	2.276993	9
16	49	67	7	AB	BB	sqblack	tripurp	line	tripurp	heartpurp	prime	1308683860	3.751478	3
16	19	68	7	AB	AC	heartblue	circlepurp	line	circleblue	sqblack	prime	1308683740	5.709254	3
16	52	69	7	AB	CB	circleblack	heartpurp	line	heartred	sqpurp	prime	1308683873	2.760111	4
16	71	70	7	AB	CA	octopurp	triblue	line	triblack	diapurp	prime	1308683938	5.689202	3
16	79	71	7	AB	BC	octoblue	heartred	line	heartred	diapurp	prime	1308683965	3.453924	7
16	72	72	7	AB	CD	tripurp	sqblue	line	sqred	circleblack	prime	1308683944	2.608271	1
16	15	73	7	AB	AB	diapurp	octored	line	tripurp	sqred	prime	1308683726	4.198555	3
16	63	74	7	AB	BA	sqblue	triblack	line	circleblack	diablue	prime	1308683909	4.696222	3
16	31	75	7	AB	AA	heartblue	diared	line	triblue	circleblue	prime	1308683787	2.755309	3
16	23	76	7	AB	BB	diapurp	circleblack	line	octoblack	sqblack	prime	1308683757	3.920697	3
16	46	77	7	AB	AC	diared	triblack	line	circlered	heartpurp	prime	1308683849	2.524511	1
16	60	78	7	AB	CB	circlepurp	sqred	line	heartblack	octored	prime	1308683901	1.996106	1
16	22	79	7	AB	CA	sqpurp	octoblue	line	diablack	tripurp	prime	1308683753	3.404128	1
16	16	80	7	AB	BC	heartblue	octored	line	diared	sqpurp	prime	1308683730	3.139649	1
16	24	81	7	AB	CD	octoblack	heartpurp	line	sqred	diablue	prime	1308683761	3.173592	1
17	43	1	7	AB	AB	diablue	octopurp	line	diablue	octopurp	prime	1308686722	1.930651	9
17	75	2	7	AB	BA	triblack	diablue	line	triblue	diablack	prime	1308686817	2.125453	9
17	71	3	7	AB	AA	sqblack	heartblue	line	sqblack	heartblack	prime	1308686803	1.932198	9
17	7	4	7	AB	BB	sqblack	circlepurp	line	sqpurp	circlepurp	prime	1308686617	1.516974	9
17	34	5	7	AB	AC	diablue	tripurp	line	diablue	triblack	prime	1308686692	1.678005	9
17	47	6	7	AB	CB	sqpurp	diared	line	sqblack	diared	prime	1308686734	1.351641	9
17	80	7	7	AB	CA	sqblue	triblack	line	sqred	triblue	prime	1308686832	1.296575	9
17	39	8	7	AB	BC	circlepurp	trired	line	circlered	triblack	prime	1308686707	2.25757	9
17	22	9	7	AB	CD	triblack	diablue	line	trired	diapurp	prime	1308686661	1.942828	9
17	48	10	7	AB	AB	sqblue	octopurp	line	octoblue	sqpurp	prime	1308686735	1.549665	9
17	14	11	7	AB	BA	octopurp	sqblack	line	sqblack	octopurp	prime	1308686638	1.336272	9
17	64	12	7	AB	AA	octopurp	circleblue	line	circlepurp	octopurp	prime	1308686783	2.04645	6
17	61	13	7	AB	BB	circleblue	octoblack	line	octoblack	circleblack	prime	1308686772	3.47188	5
17	25	14	7	AB	AC	octored	triblack	line	trired	octoblue	prime	1308686668	1.792437	9
17	28	15	7	AB	CB	heartblue	octored	line	octoblack	heartred	prime	1308686675	1.796415	9
17	51	16	7	AB	CA	octoblack	circleblue	line	circlered	octoblack	prime	1308686743	1.614454	9
17	57	17	7	AB	BC	heartblue	diablack	line	diablack	heartred	prime	1308686759	4.747444	9
17	18	18	7	AB	CD	heartred	circlepurp	line	circleblack	heartblue	prime	1308686648	1.69792	9
17	76	19	7	AB	AB	tripurp	octored	line	tripurp	trired	prime	1308686819	2.073536	4
17	45	20	7	AB	BA	circlepurp	diablue	line	circleblue	circlepurp	prime	1308686728	1.730888	5
17	65	21	7	AB	AA	diablue	circleblack	line	diablue	diablue	prime	1308686785	1.71462	5
17	1	22	7	AB	BB	octopurp	diared	line	octored	octored	prime	1308686596	3.385764	8
17	46	23	7	AB	AC	heartred	circleblack	line	heartred	heartpurp	prime	1308686731	2.659256	4
17	12	24	7	AB	CB	heartblue	triblack	line	heartred	heartblack	prime	1308686632	2.077166	7
17	23	25	7	AB	CA	trired	circlepurp	line	triblue	trired	prime	1308686663	1.741642	6
17	26	26	7	AB	BC	diablue	circlepurp	line	diapurp	diared	prime	1308686670	2.079519	4
17	72	27	7	AB	CD	octoblue	diared	line	octoblack	octopurp	prime	1308686805	3.802594	6
17	21	28	7	AB	AB	sqpurp	diared	line	diapurp	diared	prime	1308686655	5.113333	8
17	32	29	7	AB	BA	octoblack	heartblue	line	heartblue	heartblack	prime	1308686686	2.228613	3
17	6	30	7	AB	AA	heartblue	tripurp	line	triblue	triblue	prime	1308686615	1.807897	8
17	29	31	7	AB	BB	heartblue	sqblack	line	sqblack	sqblack	prime	1308686678	1.71787	3
17	77	32	7	AB	AC	circlepurp	octored	line	octopurp	octoblue	prime	1308686822	2.376627	8
17	50	33	7	AB	CB	sqblue	diapurp	line	diablack	diapurp	prime	1308686740	2.097143	7
17	37	34	7	AB	CA	sqblue	heartblack	line	heartpurp	heartblue	prime	1308686700	2.974561	6
17	69	35	7	AB	BC	octoblue	circleblack	line	circleblack	circlepurp	prime	1308686797	2.046658	8
17	31	36	7	AB	CD	sqred	octoblack	line	octopurp	octoblue	prime	1308686683	3.123435	7
17	10	37	7	AB	AB	diared	sqblue	line	diared	octoblue	prime	1308686626	1.763533	8
17	70	38	7	AB	BA	heartpurp	diared	line	heartred	circlepurp	prime	1308686799	2.957765	5
17	36	39	7	AB	AA	triblack	diared	line	triblack	circleblack	prime	1308686697	2.523781	6
17	17	40	7	AB	BB	octoblue	sqred	line	octored	trired	prime	1308686646	1.892324	4
17	63	41	7	AB	AC	heartpurp	triblue	line	heartpurp	circleblack	prime	1308686779	3.387807	6
17	11	42	7	AB	CB	circlered	sqpurp	line	circleblue	tripurp	prime	1308686628	3.069972	8
17	62	43	7	AB	CA	heartblue	tripurp	line	heartred	sqblue	prime	1308686776	2.938758	4
17	78	44	7	AB	BC	circlered	heartpurp	line	circlepurp	octoblue	prime	1308686825	4.49842	7
17	3	45	7	AB	CD	diared	tripurp	line	diablue	octoblack	prime	1308686603	6.07074	7
17	55	46	7	AB	AB	diared	tripurp	line	sqred	tripurp	prime	1308686753	3.43494	5
17	41	47	7	AB	BA	diablack	heartblue	line	triblue	heartblack	prime	1308686717	2.259728	7
17	24	48	7	AB	AA	diared	heartblue	line	octored	heartred	prime	1308686666	2.143705	4
17	79	49	7	AB	BB	heartblue	sqblack	line	circleblack	sqblack	prime	1308686830	2.015126	5
17	35	50	7	AB	AC	triblue	heartred	line	sqblue	heartpurp	prime	1308686694	2.043774	7
17	44	51	7	AB	CB	triblack	circlered	line	heartblue	circlered	prime	1308686724	3.385097	7
17	74	52	7	AB	CA	circlepurp	triblack	line	sqred	tripurp	prime	1308686814	2.540623	3
17	5	53	7	AB	BC	diared	sqblue	line	triblue	sqpurp	prime	1308686612	2.55745	7
17	27	54	7	AB	CD	sqblue	diablack	line	octored	diapurp	prime	1308686673	1.963212	3
17	73	55	7	AB	AB	heartblack	diapurp	line	circleblack	heartpurp	prime	1308686809	4.135758	4
17	54	56	7	AB	BA	circleblue	tripurp	line	octopurp	circleblue	prime	1308686750	2.342279	4
17	19	57	7	AB	AA	tripurp	circleblack	line	heartpurp	tripurp	prime	1308686651	1.911202	5
17	42	58	7	AB	BB	sqpurp	octoblue	line	circleblue	sqblue	prime	1308686720	2.079191	8
17	68	59	7	AB	AC	octoblack	circleblue	line	diablack	octopurp	prime	1308686793	2.891717	8
17	9	60	7	AB	CB	heartblue	octoblack	line	sqpurp	heartblack	prime	1308686623	2.428616	7
17	53	61	7	AB	CA	octoblue	sqpurp	line	heartred	octoblue	prime	1308686748	2.062272	6
17	2	62	7	AB	BC	heartblack	octoblue	line	triblue	heartred	prime	1308686600	2.719395	7
17	0	63	7	AB	CD	octoblack	heartblue	line	tripurp	octored	prime	1308686591	4.460373	7
17	38	64	7	AB	AB	trired	circleblue	line	circlered	diablue	prime	1308686703	2.854563	7
17	33	65	7	AB	BA	heartred	diablack	line	diablack	trired	prime	1308686689	2.59107	8
17	58	66	7	AB	AA	diablack	circleblue	line	circleblack	heartblack	prime	1308686764	1.913682	3
17	13	67	7	AB	BB	diapurp	sqred	line	sqred	circlered	prime	1308686634	3.436673	5
17	4	68	7	AB	AC	circleblack	tripurp	line	triblack	sqblue	prime	1308686610	1.891785	7
17	15	69	7	AB	CB	diablue	heartblack	line	heartred	circleblack	prime	1308686640	2.393976	6
17	67	70	7	AB	CA	octoblack	tripurp	line	trired	sqblack	prime	1308686791	1.877982	3
17	56	71	7	AB	BC	octopurp	heartred	line	heartred	triblack	prime	1308686757	1.414375	4
17	66	72	7	AB	CD	heartblue	diapurp	line	diared	circleblack	prime	1308686788	2.808292	3
17	20	73	7	AB	AB	sqblue	octoblack	line	heartblue	triblack	prime	1308686653	1.862047	4
17	52	74	7	AB	BA	heartpurp	diablack	line	octoblack	tripurp	prime	1308686745	2.642108	4
17	49	75	7	AB	AA	heartred	sqblue	line	trired	diared	prime	1308686738	2.076425	3
17	16	76	7	AB	BB	circleblue	sqpurp	line	heartpurp	tripurp	prime	1308686643	2.574826	5
17	60	77	7	AB	AC	diablue	triblack	line	octoblue	sqred	prime	1308686769	1.79506	2
17	30	78	7	AB	CB	octored	diapurp	line	heartblack	circlepurp	prime	1308686680	2.361272	3
17	59	79	7	AB	CA	sqblue	circlepurp	line	diablack	heartblue	prime	1308686767	2.295031	2
17	8	80	7	AB	BC	sqblue	circleblack	line	diablack	heartred	prime	1308686619	3.404578	4
17	40	81	7	AB	CD	circleblack	sqpurp	line	octored	diablue	prime	1308686709	7.001933	7
18	59	1	7	AB	AB	diapurp	sqblue	line	diapurp	sqblue	prime	1308686741	0.936764	9
18	36	2	7	AB	BA	octoblue	heartblack	line	octoblack	heartblue	prime	1308686689	2.145249	9
18	77	3	7	AB	AA	triblue	circleblack	line	triblue	circleblue	prime	1308686790	1.378583	9
18	47	4	7	AB	BB	heartblue	circleblack	line	heartblack	circleblack	prime	1308686715	2.013372	9
18	14	5	7	AB	AC	sqblack	circleblue	line	sqblack	circlered	prime	1308686632	1.102404	9
18	2	6	7	AB	CB	octoblack	circlered	line	octopurp	circlered	prime	1308686598	3.303258	7
18	22	7	7	AB	CA	sqpurp	heartblue	line	sqblack	heartpurp	prime	1308686652	1.252758	9
18	12	8	7	AB	BC	octoblue	circleblack	line	octoblack	circlered	prime	1308686624	3.585789	9
18	58	9	7	AB	CD	diared	circleblack	line	diablue	circlepurp	prime	1308686739	1.051659	9
18	52	10	7	AB	AB	triblue	octopurp	line	octoblue	tripurp	prime	1308686727	1.428821	9
18	57	11	7	AB	BA	heartpurp	trired	line	trired	heartpurp	prime	1308686738	1.230731	9
18	39	12	7	AB	AA	heartred	circleblack	line	circlered	heartred	prime	1308686698	1.398693	9
18	79	13	7	AB	BB	sqblack	octoblue	line	octoblue	sqblue	prime	1308686796	1.515937	9
18	67	14	7	AB	AC	circleblack	sqred	line	sqblack	circleblue	prime	1308686757	1.648975	9
18	64	15	7	AB	CB	trired	octopurp	line	octoblue	tripurp	prime	1308686750	1.694032	9
18	8	16	7	AB	CA	sqblack	heartpurp	line	heartblue	sqblack	prime	1308686614	1.848645	7
18	19	17	7	AB	BC	circleblack	heartpurp	line	heartpurp	circleblue	prime	1308686645	1.035438	9
18	44	18	7	AB	CD	sqpurp	octoblue	line	octored	sqblack	prime	1308686709	1.168553	9
18	62	19	7	AB	AB	circlepurp	octoblack	line	circlepurp	circleblack	prime	1308686746	1.500493	8
18	18	20	7	AB	BA	heartblack	sqpurp	line	heartpurp	heartblack	prime	1308686642	2.163584	6
18	0	21	7	AB	AA	octored	circlepurp	line	octored	octored	prime	1308686592	2.357862	6
18	40	22	7	AB	BB	tripurp	diared	line	trired	trired	prime	1308686700	1.940683	7
18	65	23	7	AB	AC	diared	circleblue	line	diared	diablack	prime	1308686752	1.63114	6
18	38	24	7	AB	CB	diapurp	triblue	line	diared	diablue	prime	1308686695	2.441296	8
18	41	25	7	AB	CA	heartblack	trired	line	heartpurp	heartblack	prime	1308686703	1.033917	7
18	48	26	7	AB	BC	tripurp	diablack	line	triblack	triblue	prime	1308686717	1.494109	7
18	34	27	7	AB	CD	octored	circlepurp	line	octoblue	octoblack	prime	1308686684	2.294091	8
18	76	28	7	AB	AB	circlered	heartpurp	line	heartred	heartpurp	prime	1308686788	1.515684	8
18	3	29	7	AB	BA	triblue	diablack	line	diablack	diablue	prime	1308686602	2.125384	4
18	15	30	7	AB	AA	sqred	circleblue	line	circlered	circlered	prime	1308686633	1.762473	7
18	46	31	7	AB	BB	tripurp	sqblue	line	sqblue	sqblue	prime	1308686713	1.448308	7
18	7	32	7	AB	AC	octored	triblue	line	trired	triblack	prime	1308686612	1.673888	5
18	1	33	7	AB	CB	diablack	circleblue	line	circlered	circleblue	prime	1308686595	2.058659	4
18	24	34	7	AB	CA	circleblue	heartpurp	line	heartblack	heartblue	prime	1308686658	1.449298	7
18	68	35	7	AB	BC	circleblack	octopurp	line	octopurp	octoblue	prime	1308686759	1.300847	7
18	63	36	7	AB	CD	sqblack	tripurp	line	triblue	trired	prime	1308686748	0.963981	8
18	45	37	7	AB	AB	heartred	triblack	line	heartred	octoblack	prime	1308686711	1.563511	7
18	25	38	7	AB	BA	diapurp	octored	line	diared	circlepurp	prime	1308686659	3.901964	8
18	27	39	7	AB	AA	circlepurp	triblack	line	circlepurp	heartpurp	prime	1308686667	1.929812	6
18	42	40	7	AB	BB	sqblue	heartblack	line	sqblack	triblack	prime	1308686704	1.499299	5
18	28	41	7	AB	AC	octoblue	sqblack	line	octoblue	heartred	prime	1308686669	1.415842	6
18	11	42	7	AB	CB	heartblack	octored	line	heartpurp	diared	prime	1308686622	1.995331	6
18	21	43	7	AB	CA	sqblack	octoblue	line	sqpurp	triblack	prime	1308686650	1.91343	5
18	16	44	7	AB	BC	octopurp	sqblue	line	octoblue	diablack	prime	1308686636	1.779991	5
18	56	45	7	AB	CD	circlepurp	diablue	line	circleblack	trired	prime	1308686735	1.77911	7
18	61	46	7	AB	AB	sqblue	circleblack	line	octoblue	circleblack	prime	1308686744	1.134768	7
18	80	47	7	AB	BA	tripurp	heartblack	line	circleblack	heartpurp	prime	1308686798	2.078787	6
18	51	48	7	AB	AA	diared	heartblue	line	octored	heartred	prime	1308686724	2.64115	6
18	66	49	7	AB	BB	diablack	circlepurp	line	tripurp	circlepurp	prime	1308686754	3.056537	7
18	60	50	7	AB	AC	octopurp	heartblack	line	diapurp	heartred	prime	1308686742	1.748114	7
18	69	51	7	AB	CB	circleblack	octored	line	diapurp	octored	prime	1308686761	4.21639	5
18	73	52	7	AB	CA	circleblue	octoblack	line	diapurp	octoblue	prime	1308686778	3.420864	7
18	75	53	7	AB	BC	heartpurp	octoblue	line	circleblue	octoblack	prime	1308686785	2.227707	8
18	31	54	7	AB	CD	circleblack	tripurp	line	sqblue	trired	prime	1308686678	1.777539	6
18	71	55	7	AB	AB	circlepurp	diared	line	tripurp	circlered	prime	1308686768	3.933351	7
18	43	56	7	AB	BA	octoblack	circlepurp	line	diapurp	octoblack	prime	1308686706	2.495172	7
18	32	57	7	AB	AA	octoblack	trired	line	circleblack	octoblack	prime	1308686680	1.846191	5
18	50	58	7	AB	BB	octoblack	heartblue	line	diablue	octoblue	prime	1308686722	1.432003	6
18	72	59	7	AB	AC	heartblue	diared	line	octoblue	heartblack	prime	1308686773	4.82955	6
18	17	60	7	AB	CB	diablue	tripurp	line	circleblack	diapurp	prime	1308686638	4.09996	3
18	9	61	7	AB	CA	diablack	triblue	line	heartpurp	diablack	prime	1308686616	2.177483	5
18	54	62	7	AB	BC	triblue	octoblack	line	diablack	trired	prime	1308686731	2.07552	6
18	53	63	7	AB	CD	diablue	heartpurp	line	sqred	diablack	prime	1308686729	1.930543	6
18	23	64	7	AB	AB	trired	sqblue	line	sqred	circleblue	prime	1308686654	2.938162	5
18	30	65	7	AB	BA	diablue	octopurp	line	octopurp	sqblue	prime	1308686674	3.207123	7
18	55	66	7	AB	AA	trired	sqblack	line	sqred	octored	prime	1308686734	1.348199	6
18	74	67	7	AB	BB	diablue	circlepurp	line	circlepurp	heartpurp	prime	1308686782	2.693431	7
18	49	68	7	AB	AC	diapurp	circleblack	line	circlepurp	octored	prime	1308686719	1.979851	7
18	20	69	7	AB	CB	sqblack	octopurp	line	octoblue	circlepurp	prime	1308686647	3.058023	5
18	13	70	7	AB	CA	diapurp	octored	line	octoblack	heartpurp	prime	1308686628	3.206615	6
18	37	71	7	AB	BC	sqblack	circleblue	line	circleblue	heartpurp	prime	1308686692	3.007878	6
18	29	72	7	AB	CD	circlepurp	triblack	line	trired	sqblue	prime	1308686671	2.523141	6
18	70	73	7	AB	AB	heartred	diablue	line	trired	circleblue	prime	1308686766	2.059186	5
18	5	74	7	AB	BA	sqred	diapurp	line	tripurp	circlered	prime	1308686606	2.886836	1
18	78	75	7	AB	AA	sqblue	octored	line	circleblue	triblue	prime	1308686792	3.898889	3
18	10	76	7	AB	BB	octoblack	sqred	line	circlered	diared	prime	1308686619	2.326208	4
